x	y
30484.50781	29221.65625
30484.90625	28357.35742
30485.28711	28906.93555
30485.45508	28313.11719
30485.60742	29241.35742
30485.62891	28915.19531
30485.75	29469.25781
30485.97852	29745.35938
30486.38867	28920.49023
30486.77734	29579.89453
30487.30664	28513.75781
30487.42383	28927.98047
30487.85938	29208.32031
30488.75781	28154.49023
30488.76563	29223.5625
30488.96289	28870.96875
30488.97852	28915.45703
30489.23047	29231.32617
30489.50586	28572.38281
30489.91406	28916.65625
30490.0918	28763.08398
30490.16211	29626.58008
30490.37695	28235.46289
30490.85156	28337.61719
30490.96289	28473.0918
30491.08203	29687.27734
30491.30664	28507.16406
30492.2207	28934.5625
30492.73828	28259.13281
30493.03906	29748.87695
30493.92188	29750.20508
30494.37109	29516.30469
30494.47852	29498.75195
30494.54102	29221.31836
30494.55664	29824.68164
30494.61523	29199.68164
30494.63477	28948.31055
30494.74414	28326.48828
30495.32617	29883.18164
30496.14063	28247.74609
30496.37891	28936.94922
30496.50781	28584.15625
30496.5957	28920.55273
30496.96289	28148.14844
30497.00781	28573.55664
30497.45313	29185.65234
30497.50781	29204.45703
30498.47461	28501.11914
30498.91406	28698.47852
30498.96875	29699.52734
30499.54883	28825.44336
30499.60742	28572.63867
30499.60938	29229.63086
30499.63086	29250.20117
30500.24023	29221.58789
30500.50781	29138.55664
30502.00781	28911.05664
30502.55469	28292.76758
30502.67578	29180.07227
30502.78516	28597.45703
30503.57617	29204.95508
30503.78125	29158.12109
30504.14648	29496.36133
30504.16016	29541.93164
30504.29492	29207.27734
30504.52148	29238.94531
30504.57422	29373.44336
30505.05664	29729.43555
30505.51758	29262.25195
30505.83203	29164.72461
30506.39258	29243.35742
30507.31055	28154.21484
30507.58203	28692.20313
30507.79492	28672.71484
30507.89453	29300.78516
30508.98438	29239.06055
30509.29102	28717.86328
30509.46875	29719.5293
30509.8457	29277.42773
30510.10352	29712.06641
30510.20703	29743.05664
30510.89453	29226.7168
30510.9043	28685.42773
30511.66602	29225.28711
30511.75586	28871.98633
30511.87109	29437.72656
30512.30859	28721.22656
30512.62109	28700.38281
30512.96289	29339.99023
30513.20703	28850.25781
30514.03516	28150.625
30514.28516	29690.97656
30514.93164	29530.63867
30514.93945	29709.31836
30515.30664	28689.70117
30515.72656	28075.42188
30515.75	29223.14844
30515.86328	28391.99609
30516.50586	29654.71875
30516.5918	28704.71875
30516.68945	28705.91016
30517.14844	28837.90625
30517.45508	28842.04883
30517.50391	29157.80469
30517.71094	29220.4043
30517.8457	28839.21484
30518.35742	28896.25977
30518.45703	29723.46094
30518.5625	28922.83594
30520.36133	28890.9707
30520.95117	29761.73828
30521.04883	28417.9668
30521.19922	28711.86719
30521.8125	29207.89063
30522.31641	29237.48242
30522.64453	29228.88086
30523.21484	28711.54297
30523.26172	28925.51172
30524.63672	29317.25391
30524.95117	29230.57422
30525.4043	29731.0625
30526.04297	29310.95313
30526.10156	29231.3418
30527.30664	29155.75781
30527.59766	28505.0293
30527.83984	28886.82422
30528.0625	29209.08984
30528.2832	28237.22266
30528.36914	28862.34961
30528.43164	28709.80078
30528.55078	29238.85938
30528.92188	29151.19727
30529.23828	29948.43555
30529.79102	29863.56641
30529.81445	29317.49414
30530.11328	29489.9707
30530.13672	29214.66016
30530.35742	28750.71289
30530.60352	28184.43164
30531.22852	29304.74023
30531.5625	28720.67969
30531.57813	29230.70313
30531.76758	29923.85938
30532.92773	28702.5
30533.27539	29240.125
30533.69727	28536.18359
30534.64258	28684.38281
30535.81836	28209.82813
30535.89453	29863.68555
30536.17383	29233.44531
30536.40039	28446.73047
30537.09766	28511.30664
30537.10938	28707.55664
30537.17578	29192.21289
30537.9043	29182.49414
30538.19336	29699.45117
30538.80078	29845.88281
30539.32031	28707.56836
30539.80664	29219.15625
30539.86719	28679.83789
30541.16602	29127.95898
30541.7207	28203.13281
30541.80664	29123.35742
30541.90625	29533.45703
30542.29492	28690.92578
30542.60742	29148.15625
30543.01563	28468.92383
30543.47461	29107.99609
30543.5957	28906.67773
30543.89453	28699.35742
30543.97852	28918.43359
30544.90625	29231.75781
30545.35156	28902.54297
30545.62109	29871.3125
30546.40625	29202.75781
30546.40625	29181.65625
30546.70703	29224.45703
30546.70703	29208.35742
30546.90625	29214.15625
30547.50195	29491.07813
30547.54688	28502.01172
30547.65234	28474.47852
30549.35156	28704.32227
30549.40625	28866.33594
30550.00781	29488.05664
30550.27539	29665.5293
30550.47461	29657.82813
30551.18359	28672.32227
30551.50781	29543.05664
30551.62891	28469.51172
30552.4375	28883.05273
30552.49414	28883.50195
30552.51367	28735.95703
30552.5625	28015.84961
30552.98438	28356.16602
30553.17578	28852.53516
30553.25781	28831.71484
30553.80859	29895.91211
30554.65625	29874.79688
30554.88477	28348.46289
30555.70703	29224.95703
30556.27148	28446.26953
30556.7793	28489.01563
30556.7832	29901.12695
30557.15234	29543.9707
30557.37891	29735.64844
30557.43359	29501.60938
30557.5957	28874.85938
30557.76758	28008.01367
30557.90625	28064.65625
30558.54688	28713.47852
30558.62695	29753.25
30558.70703	29128.05664
30559.1543	29554.49609
30559.48242	28849.01953
30559.80664	29317.05664
30560.20117	28466.78125
30561.50781	29241.55664
30561.86914	29531.1875
30561.86914	29533.94531
30561.90625	29551.15625
30564.24023	28241.38086
30564.6543	28202.24219
30564.89063	28847.14648
30565.07813	28867.20703
30565.23828	29696.81445
30565.24219	28716.26758
30566.17383	28006.74219
30566.43555	29523.15234
30566.56836	28021.54883
30567.08594	28887.83203
30567.65234	28904.77148
30567.67773	28900.86328
30567.89063	28478.34766
30567.98047	28893.67578
30568.11328	28840.9082
30568.40234	29219.86133
30568.51758	29284.05469
30568.81445	28910.24023
30569.39063	29717.57813
30569.5293	29514.79883
30570.50781	29769.95703
30570.74414	28064.73047
30570.80273	29732.31055
30570.85938	28888.14258
30570.90625	28153.15625
30571.15625	29524.52148
30572.00195	29457.47852
30572.00391	28180.47656
30573.14844	29468.33789
30573.64258	28865.09375
30573.73438	28226.55664
30574.15625	28892.92578
30574.28125	28711.92383
30574.50781	29725.65625
30574.70703	29241.65625
30575.15234	29529.7168
30575.25977	29293.73828
30576.18555	28868.4082
30576.30664	29654.05664
30577.0293	28852.19922
30577.80469	28592.03711
30578.28125	29205.03711
30578.40625	29119.95703
30578.5957	29765.14063
30578.80664	29097.05664
30579.37109	28865.1582
30579.50781	29575.45703
30580.32227	28870.59375
30580.38867	29301.55859
30581.06445	28895.65625
30581.70703	29772.45703
30581.90039	29519.01758
30581.91211	29471.71289
30582.78516	28839.97656
30583.31641	29123.5293
30583.64648	28895.16992
30584.20703	29120.45703
30584.70703	29104.45703
30584.86328	28833.32813
30585.30664	29022.75781
30586.45703	28891.6582
30586.60742	29648.25781
30586.90625	29128.05664
30587.10938	28075.60742
30587.20703	29143.05664
30587.40625	29861.05664
30587.61523	29566.04102
30587.68359	28621.11523
30587.70703	29111.35742
30588.10742	29656.65625
30588.15234	29115.66406
30588.47461	28583.20313
30588.60742	29086.45703
30589.90625	29224.65625
30590.00781	29875.35742
30590.4668	28960.79492
30590.83984	29164.26172
30592.90039	28084.84766
30593.40625	29048.35742
30593.60742	29864.35742
30594	28346.21289
30595.08594	28635.01758
30596.90625	29079.95703
30598.10742	29671.15625
30598.28125	28891.40039
30598.50781	29500.25781
30599.40625	29855.35742
30599.49805	28900.71484
30601.11719	29161.3125
30601.49023	28354.11133
30602.60742	28054.55664
30602.70703	29869.35742
30602.75391	29156.87891
30603.46289	28520.05859
30603.96094	28895.40039
30604.38672	29253.23047
30604.50586	28331.01367
30605.41211	28639.42383
30607.08398	28346.41016
30607.70703	29467.05273
30608.30664	29173.05664
30608.8418	28426.33789
30609.20898	28347.91797
30609.40625	29134.95703
30609.55078	29161.13477
30609.90625	29655.35742
30610.20703	29023.75781
30610.54102	28545.38281
30610.76953	29778.02734
30610.80664	29095.75781
30611.39063	29097.59961
30611.86914	29222.20508
30613.13477	28420.47852
30613.83789	28492.70117
30614.69141	28384.52734
30614.85547	28448.51367
30616.90625	28895.85742
30617.05273	28625.26367
30617.10938	29507.2168
30617.16016	28543.17578
30617.89648	28351.61133
30618.07227	28638.7832
30618.13672	28869.45313
30618.25	28478.12891
30620.1875	29070.08398
30620.25586	28513.59375
30620.39258	28937.6875
30621.15234	29648.04883
30621.30078	29759.25
30621.45508	28479.34961
30621.50781	29121.25781
30621.79492	28558.30469
30622.25586	28604.56641
30622.60742	29884.55664
30623.20703	28954.95703
30623.34961	29216.49805
30625.02344	28460.94531
30625.39648	28178.08008
30625.40625	29980.75781
30627.27344	28949.26758
30627.72852	28123.01758
30628.24219	28898.23047
30628.60742	29134.05664
30630.34961	28046.41602
30630.60742	29873.85742
30631.7832	29233.58789
30632.46875	29598.07617
30632.49023	28352.07422
30633.60742	29129.85742
30633.70313	28629.40039
30633.79688	28663.30664
30634.28125	28579.625
30634.61719	28630.13281
30634.66602	29721.13281
30634.75391	28531.41211
30634.89453	28645.04492
30635.25391	29122.95117
30635.64648	29177.82617
30635.83984	28857.73242
30636.80664	29413.85742
30637.50781	29075.55664
30639.60352	28623.51758
30639.65234	29110.05078
30639.71094	28692.46875
30639.81445	28720.92383
30639.92383	28621.07617
30640.28516	29527.7168
30640.54102	28037.43555
30641.85938	28609.625
30642.1582	29129.05469
30642.17188	28620.09766
30642.61133	29029.00977
30643.35742	29864.7832
30643.81641	28645.50391
30644.1543	28043.98828
30644.26563	29216.82617
30646.01953	28243.66211
30646.02734	28083.56836
30646.42969	29585.93555
30646.50781	29962.35742
30647.63672	29513.09961
30648.41406	28602.66211
30648.58984	29078.28711
30649.11523	28946.36523
30650.00781	29572.05664
30650.77539	28023.1875
30650.79492	29114.91016
30651.30664	29039.15625
30651.80664	29140.15625
30653.00781	29068.75781
30653.24219	28713.38086
30654.01563	28046.51367
30654.69141	29815.27148
30654.70703	29112.25781
30654.79492	28690.35547
30654.95703	29482.93555
30654.98047	28077.50977
30655.01367	28708.52734
30655.20508	28659.06055
30655.22852	28976.54102
30655.2832	29185.6543
30655.89648	28781.17578
30656.64258	28638.75
30658.21875	29115.9043
30658.76758	29194.25977
30659.30078	29115.7832
30659.38867	29503.9082
30659.46094	28931.16992
30659.60742	29119.85742
30660.30664	29876.95703
30660.36914	28719.83789
30661.0918	29947.85352
30661.09766	28716.61328
30661.66797	28705.83984
30662.18359	29127.58203
30662.40625	29885.95703
30662.4082	28103.43164
30662.91797	29160.74219
30663.1875	29585.79492
30663.60742	29117.85742
30663.92773	28890.62695
30663.92969	29472.61523
30664.23438	29216.82227
30664.30273	29250.55469
30664.71094	28501.70703
30665.43945	28948.2168
30666.07031	29206.86328
30666.10742	29119.15625
30666.57227	28642.60156
30667.00781	28476.65625
30667.22852	29464.18359
30667.24023	29189.25
30667.75391	29524.60547
30667.79297	29530.75586
30668.06641	28869.2207
30668.60742	28235.65625
30669.50781	29125.85742
30670.21875	29008.83594
30671.10547	29180.90625
30672.50781	29029.45703
30672.99609	29169.48047
30673.86133	29511.6875
30674.37695	29560.31055
30674.80078	29596.67773
30674.85938	29569.49023
30675.68555	28584.5918
30676.28906	28874.63086
30676.80469	28600.26172
30677.19336	28950.05469
30677.55859	28958.125
30678.27539	28821.9375
30678.42969	28868.2793
30678.97656	29565.13477
30680.74414	29535.09375
30681.41992	29227.4043
30681.50781	29129.55664
30682.61328	28791.35156
30682.64844	29815.46094
30683.375	28789.22266
30684.13477	28696.05664
30685.2832	29709.69922
30685.78125	28894.39453
30685.89258	29543.20703
30685.90625	29098.55664
30686.00781	28172.75781
30686.48828	28710.9668
30687.90625	29730.15625
30688.00781	29767.25781
30689.18359	28867.10352
30689.27344	28865.6582
30689.31445	28853.88672
30689.40625	28159.35742
30690.41797	29232.68164
30690.93555	28855.16406
30691.30664	29055.25781
30691.50781	29772.35742
30692.37305	28865.83984
30692.40625	29707.05664
30693.2832	28004.71484
30693.46289	28411.18555
30693.53516	28843.03125
30693.99414	29559.63086
30695.20703	29682.65625
30695.30664	28349.25781
30696.01758	28833.65234
30696.26953	29948.7793
30696.89258	28064.33789
30697.00977	28832.25391
30697.2168	28323.52539
30697.76563	28590.125
30698.06055	29549.21484
30699.10742	29930.35742
30699.98047	28873.02148
30700.09961	28797.49609
30700.22461	28214.57227
30700.76563	29748.76953
30700.83008	28230.2832
30700.97852	29757.02148
30703.25586	28777.14063
30705.41992	29958.83984
30705.42578	29211.47656
30705.52148	28190.81641
30706.25977	28533.08398
30706.44727	28848.97266
30706.96094	28658.21094
30707.09961	28212.36719
30707.13281	29149.76953
30707.29883	28222.78906
30707.42188	28221.92383
30707.58203	28843.85547
30709.50781	29111.55664
30709.57617	28300.58594
30709.79102	28852.12109
30710.16797	29414.09961
30710.30664	29818.45703
30711.80664	29779.65625
30711.90625	29753.95703
30712.40039	29143.21484
30713.78711	29585.87891
30714.04492	29559.23828
30714.13477	28321.64453
30714.60742	28406.54688
30714.71094	29635.02734
30715.21094	29740.80078
30715.54492	28268.33594
30715.79883	29163.38281
30715.8418	29354.43359
30716.35742	29726.09375
30716.61133	29643.4043
30716.61133	29717.07031
30716.96289	29572.07813
30717.87109	29775.23828
30717.91211	29633.71484
30718.23047	28820.53711
30720.01172	29663.54883
30720.49219	29403.7793
30720.76172	28839.86133
30720.80664	29218.3418
30720.84766	29534.66211
30721.50781	29743.95703
30722.29297	29390.91016
30723.13867	28865.42188
30723.30664	29563.72266
30723.49414	29399.71875
30723.7793	28190.76367
30724.39844	28199.3418
30724.62305	29615.19531
30724.9707	29412.32227
30725.10938	29400.17383
30725.36523	29947.06836
30725.6543	29819.36719
30725.77734	29723.01953
30726.00586	29748.7207
30726.29883	28131.98438
30726.32813	29627.18945
30726.50781	29890.85742
30726.63477	29159.4082
30727.09961	28582.76563
30727.40625	29972.45703
30727.60742	28221.25781
30727.64844	29244.65625
30728.38281	29767.39844
30728.59375	29736.66016
30728.82227	28617.5293
30729.24023	29444.49609
30729.30664	29831.35742
30729.83203	29208.79688
30729.87109	29587.05859
30730.34375	29655.64063
30730.3457	28554.54688
30730.63086	29576.61914
30730.70703	29925.85742
30730.88867	28609.77734
30730.93945	28833.60352
30731.66602	29575.78125
30731.96875	29946.15625
30732.15039	29218.08398
30732.23828	29625.58398
30732.6875	29755.08008
30733.25781	29374.24609
30733.50781	29614.95703
30734.02344	29940.6543
30734.03125	29958.21094
30734.10742	29880.75781
30734.11328	29412.00195
30734.29688	29943.76172
30734.50781	29896.35742
30734.70508	28881.93359
30734.80859	28810.90039
30734.91211	29438.48047
30735.11719	29395.42188
30735.26367	29975.1543
30735.44336	29409.4043
30735.80078	29491.84375
30735.97656	29409.73438
30736.43359	29949.76758
30736.49414	29974.01563
30736.90039	29415.12109
30736.92188	28857.96875
30737.81445	28841.90039
30739.25195	29387.41016
30739.30664	29422.36523
30739.34961	29987.65039
30739.44531	28868.36914
30739.45117	29658.01758
30739.75977	29646.25195
30739.7832	29418.31641
30740.58203	29349.89648
30740.71094	28568.1543
30740.80664	28671.30078
30740.93555	29641.26563
30741.20508	29841.82617
30742.00781	28349.15625
30742.07227	29665.64453
30742.13281	28625.89648
30742.16211	29344.6875
30742.78906	28141.99414
30742.79883	29429.14844
30743.58203	29437.06055
30744.89258	28168.29883
30745.07813	29372.51953
30745.46875	28880.12305
30745.80078	29717.03711
30745.82813	28014.97656
30745.99023	29320.45898
30746	29057.67383
30746.28906	29418.83203
30746.9668	28876.41211
30747.59961	28075.5
30747.99023	29312.01758
30748.10742	29976.15625
30748.36133	29303.29492
30748.78711	29610.60352
30749.08008	29652.71484
30750.24805	28012.2168
30750.29102	29400.375
30750.37305	29363.25195
30750.6875	29507.49805
30751.23828	29405.61328
30751.66406	29350.91797
30751.67578	29312.47852
30751.69141	29961.55664
30752.77148	28007.33789
30753.27539	28074.8457
30753.45313	29332.62305
30755.23828	29858.5625
30755.49219	29956.10938
30755.60742	29758.15625
30755.81445	29440.79102
30756.20508	28892.48242
30756.22461	29582.3418
30757.1582	29952.95898
30757.31641	29397.54297
30757.55664	29993.41016
30757.71289	28390.61328
30757.81836	29412.42969
30757.98242	29991.27734
30758.40625	29763.05664
30758.43555	29591.77344
30758.51758	29442.38672
30759.46484	29388.92188
30760.07227	29967.21094
30762.46289	29621.29297
30762.51367	29988.68945
30762.77734	28040.71875
30764.13086	28544.3418
30764.56445	28028.1582
30765.14258	29411.49609
30766.65625	29120.44922
30766.85742	29380.20508
30767.04688	29357.71094
30767.48828	29962.42969
30767.70508	29093.51172
30767.77344	29613.61133
30768.09961	29480.01563
30768.59375	29743.55273
30768.5957	28088.66406
30768.62109	29651.41211
30768.66016	28020.07813
30769.90039	29646.95703
30771.40625	28214.55664
30771.50586	28010.82031
30771.71875	28114.63281
30772.15234	29024.10547
30772.53906	29166.77148
30772.93555	28034.55664
30772.98242	29297.06836
30774.11133	29022.06641
30774.17969	29429.85156
30774.65625	29888.91602
30775.00195	29682.6582
30775.18164	29634.7832
30775.29688	29278.66016
30775.41992	29046.97852
30776.22852	29554.44336
30776.45117	28135.39648
30776.55469	29045.83594
30776.66797	29424.60742
30776.68164	29076.98633
30776.81445	29206.11328
30777.32813	29994.43164
30777.80273	29955.0332
30779.09961	29765.54688
30779.16016	28116.28516
30779.39258	28090.9707
30780.19727	29043.37695
30780.23242	29226.70508
30780.34375	28059.11719
30780.34766	29674.90039
30780.46094	28302.58008
30780.58398	28918.21484
30780.91797	28400.98047
30781.91797	28127.07617
30782.43945	29600.57617
30783.06055	29615.10742
30783.09766	28104.95703
30783.25391	29324.90234
30783.36719	28072.97461
30783.7207	29651.83203
30783.84375	29566.25977
30783.95313	28013.49805
30784.66406	28064.17969
30785.14063	28148.83398
30785.42383	28004.52344
30785.61719	29432.1543
30785.69727	29697.80078
30785.83789	29088.11523
30786.29297	29289.18945
30786.33984	29297.91602
30789.15625	28171.18945
30789.17969	28077.31445
30789.30664	29812.55664
30789.32813	29939.80664
30789.38672	28154.99219
30789.5625	29923.9707
30789.92188	29676.02344
30790.20313	28130.84375
30791.66016	29861.67188
30791.71094	28147.13281
30791.73047	28092.85938
30791.98828	28077.98438
30792.10352	29587.71875
30792.11133	29667.29883
30792.32813	28371.34375
30793.12109	29199.36719
30793.45117	29273.45703
30794.30664	29064.73438
30795.77148	29461.77539
30796.03711	28141.23828
30796.45313	29120.9707
30796.55664	29106.39453
30797.02148	28345.88867
30797.10742	28105.03711
30797.54883	28087.4043
30798.13672	29321.63086
30798.69922	29846.97266
30799.79883	29107.53125
30800.94336	29468.3418
30801.52148	29455.79492
30801.67773	28088.51953
30801.79492	29958.28711
30802.26563	29862.92383
30803.10742	29875.55664
30804.46094	28957.22852
30804.58203	29836.30273
30805.3125	28304.23633
30805.48438	28652.35156
30806.7168	28149.92578
30807.36133	29695.54297
30809.39844	29863.69531
30809.82617	29722.94727
30810.28516	29597.70117
30811.66602	28365.29297
30813.65039	29743.15625
30813.75	29299.20508
30813.78906	29618.45313
30813.98047	29967.33789
30815.12305	28392.35156
30815.74023	28097.03125
30816.21484	28139.30664
30816.82031	28660.39844
30817.10352	29667.87891
30817.30078	29678.97266
30817.36133	29432.55859
30817.38477	29443.79297
30818.13867	28423.84375
30818.48828	29690.82227
30818.91992	29379.51758
30819.16016	28890.57031
30819.60938	28413.89453
30819.67773	28529.60156
30820.61523	28911.20508
30820.7832	28037.74219
30821.08398	29684.81641
30821.09766	29872.75
30822.04688	29622.63477
30823.0625	28471.86914
30823.57813	29104.87891
30823.73633	29938.60352
30823.99219	29631.69336
30825.29102	29603.91992
30825.375	29665.34766
30826.24609	29091.68945
30826.41211	29647.14844
30826.98828	29640.10742
30827.53125	28375.33984
30827.84375	29931.02734
30828.01367	29659.64453
30828.125	28386.4668
30828.33008	28520.24609
30829.56445	29580.78516
30829.89453	28440.08203
30830.36914	29995.3125
30830.42578	29440.5332
30830.49805	29885.75977
30832.13672	29664.45508
30832.13867	29648.88086
30832.375	29660.76563
30832.86328	28562.64258
30832.93945	29674.77539
30833.27734	28498.51172
30833.36719	28855.68164
30833.45117	29969.51953
30833.61133	29614.01758
30834.3418	29898.46289
30835.6582	29697.23242
30836.31641	28460.59961
30836.9668	29933.42383
30837.34961	29643.38672
30837.41211	29939.55273
30837.62305	29930.44141
30837.79883	29893.92773
30837.8418	29651.12305
30838.1543	29925.01563
30838.66992	29650.83008
30838.97266	29638.70117
30839.01367	29683.21875
30839.14648	29567.78906
30840.63281	29674.52148
30841.37305	28526.95898
30841.62305	28374.66992
30841.99609	29703.13867
30843.32031	29170.71484
30843.85938	28106.19336
30843.9043	29682.80273
30846.41211	29984.96484
30846.5332	28361.92578
30846.68555	29678.78516
30846.9668	29951.77539
30847.60742	28192.15625
30847.84766	29368.25586
30848.19922	29665.90234
30848.58398	28799.42383
30849.11328	29668.32813
30849.86914	28883.98242
30849.88477	28814.75781
30850.07031	29679.58008
30850.44727	28681.04492
30850.99805	29859.60547
30851.7207	28793.63867
30851.76563	29731.82422
30851.82031	28865.43359
30851.82227	29998.41992
30852.16992	28185.00977
30852.44141	29679.58984
30853.02344	28884.79883
30853.2207	28818.01758
30853.41602	28453.68359
30853.48633	29269.16992
30853.82422	29932.35742
30854.28516	28833.77734
30854.56641	29692.37305
30854.7793	29684.36328
30855.40234	28488.13281
30856.32813	29673.63281
30856.53711	29682.56445
30856.62305	29722.83008
30856.74609	28454.53125
30858.33789	28839.26172
30858.43164	28375.84961
30858.48633	28783.08789
30858.75	29662.35742
30861.41406	28768.75977
30862.55664	28681.44727
30862.70117	28818.50195
30862.71875	29659.12695
30862.96289	29687.13867
30864.25391	29689.5332
30864.53516	29663.34961
30865.10547	29216.20117
30865.30664	29524.05664
30865.58008	29654.88086
30865.83984	29986.38086
30866.24414	29735.35742
30866.59961	29688.21289
30866.68555	29676.14453
30866.70117	29673.28516
30867.00977	29680.88086
30867.04297	29675.44922
30867.13867	29827.34766
30867.16797	28807.48828
30868.29297	29698.85938
30869.28125	29671.51367
30869.53516	28494.4668
30870.12305	28042.8457
30870.74805	29867.01172
30870.83203	29698.45508
30871.39063	28118.36328
30871.58203	29704.55664
30871.90234	28362.20508
30872.19531	29743.49414
30872.32617	28102.77344
30873.33594	29839.69336
30873.50195	28350.20313
30873.7832	28783.97852
30875.24023	29730.19922
30875.72852	28754.37695
30876.74414	29851.35547
30876.98828	28009.13867
30877.43555	28140.08008
30877.69141	28466.69141
30877.7207	29679.02539
30878.30664	29678.02148
30879.93359	28031.29297
30880.06445	28722.81055
30880.41406	29671.25391
30880.54102	28017.80859
30882.60938	29678.34961
30882.80859	29659.71484
30883.13086	28809.92188
30883.38477	29660.33594
30883.53906	29945.43555
30884.00781	28116.55664
30884.14648	29665.03516
30884.55664	28074.00195
30884.80664	29868.55664
30885.11914	29953.37695
30885.25586	29709.19141
30885.27148	28070.88672
30886.01563	29961.40625
30886.54297	29671.19922
30886.57617	28177.56445
30887.04297	29138.03906
30887.60742	29462.05664
30887.89844	28742.46875
30888.10352	28715.18945
30888.17383	28685.54297
30888.23047	29766.31641
30889.20703	29552.45703
30889.30469	28003.85938
30889.74219	28393.67969
30889.86523	28155.06836
30890.17969	29162.47266
30890.99219	28457.06836
30891.75391	28133.27344
30891.89648	28013.78906
30892.50195	28091.04688
30892.97461	28739.56445
30893.26367	28823.95508
30894.23828	29688.48828
30894.30664	29443.75781
30896.38867	29636.31055
30896.39844	28177.75195
30896.58008	28445.50195
30896.90625	29549.45703
30897.17188	29948.6875
30897.46875	28050.875
30897.65039	29958.99414
30898.26563	29986.54102
30898.28125	28391.10352
30898.63867	28033.49023
30898.69531	29728.53711
30898.79688	28755.98828
30899.05859	28643.75781
30899.08594	29101.25586
30900.20703	29423.55664
30900.48633	29969.18359
30900.50781	29523.05664
30900.64258	29935.22852
30900.80664	29537.95703
30900.90625	29469.25781
30900.91992	28741.89844
30900.98047	28028.10547
30901.02148	29960.95117
30901.76172	29152.35547
30901.87695	29980.67383
30902.8418	28070.61719
30903.30664	28392.02344
30903.56836	29884.43945
30904.16211	28461.90625
30904.27539	29740.64453
30904.30664	29533.35742
30905.00781	29977.85742
30905.75	29658.44531
30905.90625	29545.45703
30906.40625	29408.85742
30906.50781	29988.05664
30906.80664	29878.65625
30907.0293	28716.13086
30907.69727	28633.74805
30907.82813	29672.5
30907.8418	28460.17383
30908.00781	29472.45703
30908.06055	28437.83789
30908.17188	29945.96875
30908.39648	28832.08789
30908.66602	28710.83398
30908.77734	29929.44336
30909.99414	28410.78711
30910.07031	28041.72266
30910.51563	28033.68555
30911.16211	28460.37305
30911.70703	29620.95703
30912.2168	28463.95508
30912.53711	29812.56641
30912.54688	28393.24609
30912.70508	28453.33594
30912.70703	29405.25781
30913.10742	29926.45703
30913.14258	29927.2793
30913.31641	29801.58203
30913.4043	29935.80469
30914.40625	29911.35742
30914.5957	28033.68555
30914.66406	29160.26172
30915.38672	28220.47656
30916.10352	28414.46289
30916.22461	28498.85352
30916.30664	29567.05664
30916.4082	28475.05664
30916.90625	29555.45703
30917.24219	28679.68164
30917.31836	29965.10156
30918.01172	28366.09766
30918.10742	29444.25781
30918.2793	28451.33008
30918.64063	28673.24219
30918.78711	29822.55859
30919.35352	28463.4082
30920.80859	28936.03711
30920.84961	28682.07227
30920.9043	28144.32031
30921.3125	28670.76758
30921.31836	29796.23047
30921.50781	28412.27539
30921.67773	29664.97852
30921.90625	29527.35742
30921.93359	28393.94336
30922.01367	28636.85156
30922.07031	28456.60352
30922.47461	28027.56445
30922.78516	29875.22852
30923.05469	29840.21875
30923.92969	28799.51953
30924.16016	29829.73828
30924.44922	29125.76367
30924.5918	29803.80859
30924.91211	29688.20313
30925.29102	29852.36328
30925.61719	29165.27148
30925.6543	28695.60156
30925.69922	28755.50977
30926.33789	28467.83008
30926.46289	29818.78711
30926.5293	28593.53906
30926.66992	29927.81445
30927.23047	28627.61328
30927.40625	29544.35742
30927.71484	28699.29297
30928.40234	29036.13281
30929.06445	28854.75391
30930.39648	28809.19531
30931.20508	28503.32617
30931.45898	28025.42188
30931.90625	29567.25781
30932.55469	28720.82617
30933.27539	28523.09375
30933.4082	28877.68555
30933.89453	28692.60742
30934.09961	28483.11914
30934.83398	28833.68555
30935.14648	28602.31055
30935.81055	28722.45508
30935.90625	29556.65625
30935.91797	28855.58594
30936.06836	28497.88281
30936.33984	28711.46875
30936.91797	28891.59375
30936.93359	28728.9082
30937.18555	28800.25781
30937.35352	28775.08594
30937.80664	29339.35742
30937.84766	28805.29297
30938.06445	28904.55664
30938.13867	28770.88672
30938.45313	28001.58008
30938.54492	28867.46484
30938.88281	28705.33984
30939.07422	29787.19336
30939.40625	29599.95703
30939.99414	28102.8418
30940.10742	29263.75781
30940.33008	28769.44336
30940.39844	28505.95313
30940.63867	29941.98438
30940.84375	28529.51172
30940.88867	28760.61719
30941.12109	28177.20313
30941.66211	28774.17773
30942.02539	28791.04688
30942.10742	29393.45703
30942.52539	28839.88477
30942.60742	29121.05859
30942.64844	28478.50586
30942.67773	28522.8418
30942.95117	28524.94727
30943.20313	28528.5
30943.48633	28022.05664
30944.12891	28831.38477
30944.14453	28464.71875
30944.30469	28361.66406
30945.10742	29622.55664
30945.35742	29872.38867
30945.55469	28117.83203
30945.69727	29831.96484
30945.7793	29826.48242
30945.90625	29975.85742
30946.00781	29579.65625
30946.49805	28503.69336
30946.77734	28525.06055
30947.0918	29779.0957
30947.1875	28357.2168
30948.38672	28563.96875
30948.39258	28510.98828
30948.70703	28486.75195
30949.51367	29757.83594
30949.6582	28767.98242
30949.7207	28823.25
30950.41016	28465.26367
30950.50195	28502.87305
30950.60938	28327.91992
30951.30078	28716.99023
30951.54102	28184.03906
30951.75977	28528.48438
30951.89844	28638.56445
30953.19531	28529.06641
30953.30078	28797.49219
30953.36328	29837.1582
