x	y
30262.50781	29557.45703
30262.68359	28379.52539
30263.42383	28252.00586
30263.63672	28262.04102
30263.98828	28329.20898
30264.06641	28277.70313
30264.20703	29467.25781
30265.60742	28465.05664
30265.78516	28262.57422
30265.99219	28295.7793
30266.00781	29073.95703
30266.0293	29945.24219
30266.54492	28325.78516
30267.39063	28106.54297
30267.39258	29200.78711
30267.52539	28372.34375
30267.7832	28263.93164
30268.40039	28368.03906
30268.49805	28210.51758
30268.69922	28209.83789
30269.23242	28283.72461
30269.66211	28293.69531
30269.73633	28620.48828
30270.55664	29361.63281
30271.19727	28290.39258
30271.35938	28267.14063
30271.71875	29387.5
30271.91602	29936.33594
30272.10742	29125.15625
30272.80469	28315.16602
30272.86719	29240.4668
30273.00781	29118.45703
30275.24414	28291.61523
30275.58008	28274.87109
30275.81641	28329.75977
30275.90039	28310.66602
30276.58203	29131.22461
30276.82031	28728.25586
30277.2168	28280.23828
30277.34766	28270.5957
30277.48828	29457.37695
30277.5	28244.10156
30278.06445	28332.36133
30278.19727	29447.95508
30278.47656	28187.30273
30279.76953	29455.3125
30279.90625	29213.35742
30280.07422	28259.56836
30280.29883	28252.2793
30280.42188	29433.75977
30280.73633	29193.94141
30280.83594	28274.52539
30281.25	29381.81836
30281.30859	29468.03711
30281.33398	28348.82031
30281.54883	29461.50781
30281.60742	29173.75781
30282.15234	28370.74023
30282.66602	28366.03125
30282.7793	28281.30859
30283.13672	28220.87695
30283.26953	28333.4707
30283.30664	29114.95703
30283.48242	28286.39844
30283.79102	29416.33984
30283.89453	29196.91992
30284.23242	28373.16797
30284.42773	28233.06445
30284.75	29389.98828
30285.10742	29139.05664
30285.19336	29163.14258
30285.45508	29473.38867
30285.4707	29372.44531
30285.70508	29112.28125
30286.50977	29267.87109
30287.02148	28542.74219
30287.50781	29123.15625
30287.61328	29107.46094
30289.05078	28276.14258
30289.60742	29141.65625
30290	29534.92578
30290.00195	29473.90039
30290.06445	28289.45117
30290.12891	29457.54492
30291.36328	28901.43555
30291.56445	28363.99609
30292.40625	29128.25781
30293.77734	29295.23438
30293.83398	28224.56445
30294.13867	29436.44727
30294.49219	29185.75391
30294.87305	29375.74805
30294.88867	29504.31055
30295.08203	28069.85547
30295.25586	28232.91211
30295.60938	28239.82031
30296.2832	29331.71875
30296.39258	28722.02539
30296.60742	29550.55664
30296.90625	29104.95703
30297.47461	28188.3418
30298.23438	29451.88477
30298.3457	28993.11523
30298.58594	29234.57813
30298.84766	28069.32813
30298.86719	29351.12695
30298.88477	29824.34766
30298.92773	29766.10742
30299.6875	29446.36328
30299.86328	28853.67578
30300.21484	29557.50586
30300.27734	28935.04297
30300.5332	29809.53906
30300.57617	28276.11523
30300.59375	28939.49609
30300.79102	29636.55664
30301.26563	29237.98242
30301.87891	28988.54492
30301.90625	29386.15625
30302.00781	29645.75781
30302.27734	29135.67188
30302.37109	29960.55273
30302.42969	28987.25195
30302.77734	28980.49023
30302.82422	29306.69922
30303.05078	29777.13867
30303.7168	29796.87305
30303.97461	29804.86914
30304.27148	28242.20508
30304.69141	29256.23242
30304.84961	29247.52344
30304.98438	28082.65234
30304.99219	28615.13086
30305.77539	28967.0625
30306.09375	29547.53711
30306.20703	29115.35742
30307.05664	29527.14844
30307.14453	29936.64648
30307.24219	28210.35938
30307.25	29552.35742
30307.58398	29860.86719
30307.6875	29764.83594
30308.23242	29292.49805
30308.58008	28318.58008
30308.81836	28348.50391
30309.43945	29281.08203
30310.14258	29971.72852
30310.53711	29565.07422
30310.70508	28455.79102
30310.83008	28783.42188
30310.94727	28864.9082
30310.95703	29250.32813
30311.55859	28874.95313
30312.19531	29471.25195
30312.46875	29003.0918
30312.54297	28246.78711
30313.42969	29370.85156
30313.82227	28956.31055
30314.16992	28889.26172
30314.28711	28787.06836
30314.30859	29552.71289
30315.00586	29170.99219
30315.23047	29553.08398
30315.37891	29786.04297
30315.44531	28433.77148
30316.70703	29096.05664
30316.90234	29807.10547
30317.54492	28512.85938
30317.95703	29844.36133
30318.04492	29514.66992
30318.25977	28808.61133
30318.28906	28806.7168
30318.71289	29241.72852
30320.19727	29572.33203
30320.33789	28402.19727
30321.08203	29010.08008
30321.14063	29223.88086
30321.19727	29489.50781
30321.54883	29754.16992
30321.55859	28416.66992
30321.67383	28459.33984
30322.17773	28977.21875
30322.27148	29871.60547
30322.68945	29535.94336
30323.46094	29470.99219
30324.69727	29452.98633
30326.06445	29852.98242
30326.56055	28279
30326.99219	29437.83789
30327.18555	28370.52344
30328.98633	28786.1543
30330.44922	29783.05469
30330.79688	29470.44141
30331.5293	29944.69922
30331.57227	28751.0625
30332.40234	29846.53125
30332.4043	28902.02734
30332.4375	28720.8125
30332.6543	28746.8457
30332.66602	28717.38867
30332.96484	29004.39844
30333.06445	28459.54297
30333.96484	28715.89648
30334.18164	28402.78125
30334.43945	28915.42578
30335.73828	28751.36523
30336.40625	29121.85742
30337.5332	29267.26367
30337.69531	28183.00977
30338.08398	29424.40234
30338.30664	29103.85742
30338.33984	28781.19531
30338.91602	29484.52148
30339.11328	28801.875
30340.75781	29334.44727
30340.90625	29260.85742
30340.93555	28302.9375
30341.10742	29278.75781
30341.32813	29135.33984
30342.23438	29874.95703
30342.42773	29201.5957
30342.48047	28357.09766
30343.4668	29749.34766
30343.5957	28699.62891
30344.00781	29335.05664
30345.50977	29810.31055
30346.57422	28744.55078
30347.04102	28337.25781
30347.08789	28664.55273
30347.88281	28701.625
30348.60742	29423.65625
30348.88867	29862.98633
30349.40234	28778.58203
30349.52539	29419.86133
30349.63281	29669.43945
30349.89844	28414.55469
30350.33203	29722.22656
30350.54883	28933.79688
30350.57617	29041.58008
30353.40039	28324.35352
30354.90625	29411.55664
30354.99219	29151.13086
30356.50781	29275.85742
30356.50781	29304.85742
30357.17578	28934.60938
30357.18555	28422.03906
30357.22656	28430.57227
30357.27148	28784.28125
30357.64063	28437.3457
30357.71094	28733.49609
30357.88086	28931.75781
30358.05273	28547.41797
30358.0625	28706.43945
30358.73438	28952.12891
30358.90625	29406.95703
30359.00781	29357.35742
30359.12891	29042.53516
30361.09961	29799.48828
30361.70703	29335.65625
30362.1543	28787.48242
30362.50391	29391.08203
30362.76367	28578.32422
30363.00781	29342.65625
30363.00781	29446.15625
30363.44727	29464.0332
30363.89258	29449.50586
30364.00781	29443.15625
30364.43359	28759.33984
30364.53711	28618.83398
30365.00781	29229.45703
30365.5918	28486.69336
30365.70703	29362.45703
30365.97656	29401.41602
30366.1543	28428.07422
30366.57422	29219.37305
30366.70703	29431.85742
30367.53906	28513.97266
30367.59766	29767.76953
30368.08398	29558.04102
30368.4375	28733.86719
30369.44336	29230.85547
30369.92188	29020.74023
30370.20117	29770.64453
30370.95508	28782.0957
30371.08594	28319.89258
30371.50781	29345.55664
30371.54297	29416.20898
30371.70703	29327.95703
30372.01563	29277.51367
30373.20703	28506.65625
30373.30664	29334.95703
30374.10742	29445.05664
30374.48438	29177.48047
30374.90625	29333.75781
30374.94531	28407.25195
30375.0957	29419.26758
30375.58398	28225.22461
30376.60742	29333.25781
30377.89063	28866.57422
30378.00781	29326.26172
30380.10742	29286.6875
30380.19922	29833.50781
30381.27539	28670.25
30381.64844	29049.66016
30381.70703	29432.95703
30381.75977	29217.01367
30381.76172	28327.30859
30382.14844	28529.56641
30382.79297	28522.39063
30383.10742	29366.55664
30383.35938	29545.38477
30383.50781	28576.35938
30383.5918	28898.59961
30383.60742	29443.65625
30383.90625	29368.65625
30384.10742	29440.55664
30384.2832	28811.39063
30384.50781	29070.02539
30385.05469	28465.92383
30385.10742	29221.25781
30385.26172	29498.37305
30385.40234	29364.3457
30385.43164	28540.48438
30385.93164	28997.9375
30386.82031	29560.65234
30387.20703	28380.55664
30387.30664	29390.45703
30387.40625	29336.85742
30387.61133	28674.74414
30387.8418	29001.43555
30387.88867	29274.48242
30389.06445	28533.85156
30389.70703	28373.35742
30389.71484	28780.87305
30389.9707	29002.21875
30390.83594	28714.32813
30391.29102	29002.8125
30391.38867	28924.28125
30391.60156	28730.7793
30391.62305	29253.25195
30391.80664	29413.05664
30391.80859	28303.73047
30391.99609	28761.9043
30392.19727	28959.47656
30392.20313	28209.15039
30392.32227	28515.96484
30392.60742	29327.55664
30392.70898	28607.89648
30393.20703	29339.45703
30393.23633	28965.28711
30393.40039	28848.26367
30393.59961	28454.6582
30394.10742	29317.55664
30394.27148	28599.99414
30394.80664	29418.45703
30395.39648	29533.24609
30395.4043	29456.80469
30395.58984	28529.67383
30396.09961	28629.63477
30396.20703	28671.85742
30396.60938	28517.53125
30396.75391	29465.46875
30396.92188	28618.04492
30397.02344	28362.36328
30397.13477	28266.2168
30397.20508	28596.14258
30397.63477	28613.49805
30398.01758	29468.30469
30399.60742	29413.55664
30399.7832	28956.64844
30399.82031	29443.80078
30400.11328	29646.55078
30400.7832	28393.66016
30401.02734	29572.99609
30401.08398	29544.07422
30401.93164	29664.39648
30404.87695	28523.4043
30404.94922	28729.04492
30404.96289	28549.63672
30405.50586	28243.75586
30405.5918	28615.44922
30405.83398	29261.91797
30406.00781	29434.05664
30406.95117	28555.2832
30407.24023	28277.58398
30407.30664	29358.85742
30407.30664	28419.85742
30407.37891	28531.82227
30408.67188	29764.05273
30409.70313	29532.64258
30409.71094	28460.19531
30411.20703	29508.33789
30411.36523	28519.89063
30411.50781	29342.95703
30411.86914	29648.00586
30411.94922	29187.00586
30412.3457	29619.84766
30412.80664	28427.67188
30413.29492	29630.99805
30413.38086	28972.86328
30413.69531	29808.72461
30413.73047	29686.10156
30414.10742	29324.45703
30415.00781	29359.65625
30415.16992	29793.39648
30415.4668	29749.44141
30415.68945	28824.91016
30416.82227	29096.36328
30416.96484	29120.35742
30417.00781	29132.05664
30418.44727	29603.66211
30419.04102	29636.19922
30419.16797	29765.56836
30419.40625	29264.65625
30423.12109	28329.3457
30423.16602	28439.92188
30423.42578	29633.75195
30424.06641	29781.3125
30424.66992	29744.72461
30426.1543	28924.72852
30426.69336	28215.56055
30426.98047	29245.94141
30427.30664	29424.55664
30427.68945	28507.0625
30428.40625	29408.45703
30428.50781	29338.45703
30428.61328	28462.45117
30428.78906	29542.625
30429.47461	29769.45117
30429.59766	29612.05273
30429.92578	29173.97656
30430.98242	28972.74219
30431.10156	28181.59961
30431.82227	28578.875
30432.20703	29358.25781
30432.80664	29320.95703
30433.68945	29049.62305
30433.91992	29527.76172
30434.60742	29369.25781
30434.7793	29645.98047
30435.58203	28987.66211
30435.70703	29340.15625
30435.90625	29430.25781
30436.01563	28444.20703
30436.31836	29827.4375
30436.7793	28506.45898
30436.85156	29639.93164
30436.90625	29424.75781
30437.38086	29671.5918
30437.38281	28523.82813
30437.58984	29178.00391
30437.79883	29167.14063
30438.16016	29661.3457
30439.91211	29578.05273
30440.25195	29544.99609
30440.4707	29644.43164
30440.61133	28206.91602
30440.73047	29682.52148
30441.00781	28057.45703
30441.11133	29628.12695
30441.40625	29322.85742
30441.80664	29343.65625
30442.40039	28998.45898
30442.53711	28532.81445
30442.61133	29669.25977
30443.29297	28514.22656
30443.33984	29621.72266
30443.4707	28172.89844
30443.88867	29746.39258
30444.76758	29650.57227
30445.75781	29097.29492
30445.90625	29337.55664
30445.99219	29675.37695
30446.70703	29353.75781
30447.70117	28200.13867
30447.70313	29608.76367
30447.70703	29423.55664
30447.9375	29624.25977
30448.1543	29043.19141
30448.49805	28099.83398
30448.81055	29694.41992
30448.9707	29658.4668
30450.38281	28111.12695
30450.60742	29447.45703
30450.90625	28675.95703
30451.07422	29680.89063
30451.22656	28066.20117
30451.50781	29345.35742
30451.83398	28135.3457
30451.90625	29433.95703
30453.08398	29697.39844
30453.10742	28568.30469
30453.98828	28087.19531
30454.01367	28130.55664
30454.05469	29441.02734
30454.83984	29468.41211
30455.30664	29509.65625
30455.47266	28243.82813
30455.67969	29541.25977
30455.72852	29512.78516
30455.875	29523.18359
30456.05078	28172.2207
30456.47266	29648.04297
30456.59961	29538.87305
30456.61328	29087.25195
30456.66406	29548.38477
30456.66797	28505.70898
30456.82422	29436.2207
30456.90625	29239.86914
30457.87891	29705.98438
30457.97852	29633.59375
30458.20508	29516.74219
30458.29492	29007.31836
30458.44922	29689.3418
30458.51172	29174.33594
30459.00781	29439.55664
30459.44531	29513.97852
30460.20508	29512.17773
30460.51563	29654.92773
30460.80664	29486.84375
30460.99609	28136.80859
30461.37109	29544.87305
30461.62305	28101.28125
30462.00781	29441.25781
30462.05273	28053.07227
30462.4043	28129.90234
30462.5	29700.52734
30462.63477	29590.5625
30462.70508	29674.12695
30462.75977	28562.00586
30462.86133	29512.19336
30462.92773	28948.99414
30463.29883	28221.45508
30463.56641	28115.91602
30463.6582	28114.49219
30463.96875	29649.59375
30464.00977	29459.48438
30464.37891	29547.37695
30464.61328	29237.20703
30464.61719	28620.21289
30464.77734	28211.27539
30464.875	28111.54102
30465.12305	28170.58594
30465.27734	28111.45703
30465.30664	28290.45703
30465.40625	29422.25781
30467.45898	28423.50781
30467.46289	28896.27734
30467.63477	28160.02148
30467.67188	28926.64844
30467.80664	29447.05664
30467.90625	29203.95703
30468.34375	28858.58398
30468.59375	29238.10938
30468.66797	28440.07227
30468.67969	29524.37891
30468.80664	29531.55664
30468.90625	29540.45703
30469.11914	29580.24023
30470.04883	29157.50195
30470.25586	28300.0918
30470.54883	29513.86133
30470.625	29519.94727
30470.6582	29141.85938
30471.0332	28489.83594
30471.26563	28519.12695
30471.2793	29606.84375
30471.51953	28200.24609
30471.74023	29531.19531
30471.81445	28856.28711
30472.24609	29515.98438
30472.70508	28133.37109
30473.00781	29213.85742
30473.24414	28177.06055
30473.64258	28192.33398
30473.80664	29497.05664
30474.17969	29486.37305
30474.18359	28970.51953
30474.68164	28939.64063
30475.02148	29506.41406
30475.56641	28543.24414
30476.20313	29516.81641
30476.45313	28273.64258
30476.48828	28476.5625
30476.67969	28109.10156
30477.20703	29053.35742
30477.41797	29518.15039
30477.64063	28903.17773
30477.79688	29495.74414
30478.27734	28856.92969
30478.40234	28164.21094
30478.44727	28130.55664
30479.59766	28923.36328
30479.83008	28909.53906
30480.8457	28923.82813
30481.39648	28925.42383
30481.55078	28347.29297
30481.58398	28919.67969
30481.59375	29635.46875
30481.91992	29530.3418
30482.01758	28150.81836
30482.24414	28898.50391
30483.05273	28886.20117
30483.11523	28470.43359
30483.5332	28149.12695
30483.54688	28274.35352
30483.81055	28496.75
30484.01563	29256.21094
30484.32422	28518.73633
