28000.57031	30664.63477
28000.58594	30377.19727
28000.88477	29004.4375
28001.0957	29100.25391
28001.10742	30943.15625
28001.23438	29452.32813
28001.30664	29120.85742
28002.01758	30710.6875
28002.14844	29951.26953
28003.10742	30990.85742
28003.45898	29120.54102
28003.85938	29374.15234
28004.19336	30395.37891
28004.35742	30388.52344
28005.43945	29616.63672
28005.76367	29656.97461
28006.0293	29057.41602
28006.30664	29960.61914
28006.32031	30365.20117
28006.61133	30301.33594
28007.08008	30702.36719
28008.20703	30719.65625
28009.07617	29466.08984
28009.17578	29778.61719
28009.44531	29091.86914
28009.50781	29654.45703
28009.90625	30740.05664
28010.90625	30970.75781
28011.00781	30850.15625
28011.29883	29077.55859
28011.40625	30952.95703
28012.38086	29952.86133
28012.74023	30395.63867
28012.80664	30937.25781
28014.50781	29716.45703
28014.71289	29063.24805
28014.78906	30745.82031
28014.80664	29015.65625
28015.61719	30067.20703
28015.71484	29610.59766
28016.00781	30967.55664
28016.9043	29135.34375
28017.20703	30745.55664
28017.65039	29089.79688
28018.07031	29023.21484
28018.50781	30958.45703
28018.80664	29035.15625
28018.88281	29241.16406
28018.89258	29109.23633
28019.68945	29299.54102
28020.03711	30075.32617
28020.31445	29047.9668
28020.60742	29026.45703
28020.83594	30405.67383
28021.2207	29286.92773
28021.40625	30732.15625
28021.5625	30370.62305
28021.70508	30508.08203
28021.91992	30379.25195
28022.26367	30861.06055
28022.54492	29093.74023
28023.69922	30597.01758
28024.00781	30766.75781
28024.20703	30966.55664
28024.69336	30389.30273
28025.19141	29029.29492
28025.64648	29252.77734
28026.32031	30724.31445
28026.72852	29012.17578
28028.60742	29020.95703
28028.84375	30386.70117
28029.00781	29006.45313
28029.54492	29042.98242
28029.73828	30851.53711
28030.07227	30862.07227
28030.90625	29010.15625
28030.91797	30182.77734
28030.94141	30861.63867
28031.25781	30059.84766
28032.39063	29311.21484
28032.98633	30757.33594
28033.14844	30566.06836
28033.18164	29411.87109
28033.27539	29285.98242
28033.61133	30807.62305
28033.70703	30739.15625
28033.90625	29010.95703
28034.22266	30840.7207
28034.29688	29137.78125
28034.40234	30837.49805
28034.48828	30403.20117
28035.19922	30499.47656
28035.36523	30389.94336
28035.60742	30941.15625
28035.86719	30705.94727
28036.00586	30404.13867
28036.89844	30845.49609
28036.9043	30850.80078
28037.20703	29030.95703
28037.54492	30822.54102
28037.91406	30830.21289
28038.40234	30928.46484
28039.08203	30869.58008
28039.63477	29273.09766
28040.04297	30434.48242
28040.14258	29289.4043
28040.24219	30458.46875
28040.40625	30960.25781
28040.84766	30895.99023
28041.45508	29128.89648
28041.47266	30233.46289
28042.40625	29279.85742
28042.70703	29171.25781
28042.82227	30634.63086
28042.9043	30443.81836
28043.17969	30441
28043.36523	30770.49609
28043.63672	30425.08789
28044.54883	30847.5293
28044.73438	29437.31055
28044.92188	29236.85742
28045.01563	29291.9707
28045.18945	29710.05664
28045.20703	29284.85938
28045.21094	29265.37109
28045.30664	29021.25781
28046.88672	29220.37891
28046.98828	30491.21094
28047.01953	29237.29492
28047.08203	30544.35547
28047.66211	30418.37891
28048.25977	30699.95117
28048.27539	29256.33789
28048.70313	29259.62695
28049.00781	29150.35742
28049.23242	30442.1582
28050.19531	30782.35547
28050.25781	30654.52344
28050.30664	29087.95703
28050.67969	29283.83789
28050.92773	29334.24805
28051.10742	29169.45703
28051.18945	29226.75391
28051.6875	30447.53125
28051.70703	29001.05664
28051.83984	30639.97656
28051.97656	30400.88672
28052.20703	30942.05664
28052.32227	30390.31641
28052.46875	30807.16211
28053.05469	30515.07422
28053.19727	30387.42773
28053.54688	30468.55859
28053.86523	30425.36328
28054.40625	29036.05664
28054.44141	29196.23438
28054.52539	29274.79102
28054.67578	30997.42773
28054.78711	29256.29883
28055.17969	29262.96484
28055.69336	29176.07227
28055.90625	30964.85742
28055.93164	29366.53906
28056.42969	29267.38477
28056.67773	29241.86719
28056.69531	29252.53125
28056.88867	30781.41992
28057.02539	29630.46289
28057.16406	30780.02148
28057.29883	30478.11523
28057.58398	29311.9375
28057.59375	30464.70898
28057.6875	30417.83398
28057.76367	29235.61328
28058.26172	30753.17383
28058.85547	30770.48633
28058.98828	29231.85938
28059.33008	30452.27734
28059.54102	29206.05273
28059.61133	29315.22266
28060	30409.07227
28060.00781	30885.75781
28060.29883	29716.78711
28060.40234	30481.50391
28060.76172	29282.82031
28060.81836	30472.37305
28061.68945	29504.89258
28061.9043	29257.85352
28062.00781	29219.05664
28062.00977	30772.81836
28062.16602	30057.70898
28062.74805	29215.23633
28062.92578	30474.51172
28063.4043	30766.47266
28063.60742	29203.75781
28063.70703	29078.85742
28063.70703	29162.35742
28064.08984	30477.14258
28064.31641	30444.14258
28064.53711	30452.57422
28064.78516	30743.75781
28064.82227	29916.66406
28064.88086	30402.01953
28064.9043	30459.15625
28065.04297	29254.7207
28065.07422	29217.01758
28065.33008	29510.40234
28065.63086	30250.9375
28066.05664	30486.76563
28066.22852	30766.77539
28066.60742	30924.25781
28067.02344	29314.81641
28067.78906	29223.50195
28068.32617	30838.99023
28068.36719	30975.29688
28068.52344	30480.10547
28068.57422	30467.35547
28068.65234	30454.72461
28069.00781	29225.05664
28069.10742	30984.15625
28069.30859	30032.19531
28069.35352	29233.84961
28069.4082	30436.9668
28069.47461	29215.08789
28070.05859	30504.86914
28070.82813	29280.67188
28070.84766	30033.6582
28071.08984	30752.89844
28071.70117	30393.51953
28071.91406	29100.95508
28072.30078	30420.78906
28072.65039	30125.46094
28072.7793	30470.86914
28072.8418	30804.49219
28072.98828	30458.7207
28073.20703	29015.85742
28073.2168	29288.94336
28073.43164	30037.11914
28073.83789	30425.77148
28074.88477	29712.80273
28075.08008	30449.60742
28075.17773	30105.06836
28075.31055	29282.38086
28075.60742	30741.75781
28075.80664	29216.85742
28076.19727	29234.54883
28076.33203	29279.68945
28076.50391	30465.54297
28076.98438	30047.4082
28077.03125	29574.23828
28077.10742	29250.75781
28077.42969	30268.39063
28077.63086	30444.69531
28077.85742	29218.7207
28078.14453	29251.46875
28078.29102	30398.44531
28078.73438	30484.74414
28079.08984	30398.77539
28079.4043	30454.72852
28080.00781	29286.75781
28080.20703	29273.75781
28080.48242	29245.07031
28080.5625	30226.20898
28080.60156	29238.09375
28080.78516	29413.81445
28080.88281	29425.70313
28081.21875	29320.67578
28081.40625	29219.55664
28081.56836	30505.57813
28083.10742	29242.75781
28083.52148	29663.29688
28083.65039	29271.81055
28083.78906	30457.80859
28083.83984	29992.46484
28084.30664	30936.15625
28084.35547	30108.34766
28085.50781	29245.25781
28086.36523	29219.30469
28086.57031	29269.99805
28086.91016	30472.60938
28087.00781	29317.45703
28087.54492	30758.43164
28088.00977	29342.92578
28088.46484	30195.88672
28089.625	30297.02344
28089.72461	30454.11914
28090.01758	30187.00391
28090.03516	30416.04883
28090.30273	30069.52734
28090.34961	30440.10547
28090.60742	29286.35742
28090.87305	30055.8125
28091.25	30956.43164
28091.70703	30899.05664
28091.7832	29965.56445
28091.80664	29303.95703
28092.11523	30500.87695
28092.23242	29479.19727
28092.5957	30045.92773
28093.41797	29573.83008
28093.42578	30164.95117
28093.70703	29269.85742
28094.0957	30540.08594
28096.07227	29666.89844
28096.69141	30113.66406
28098.85938	30468.50195
28100.10742	29311.75781
28100.25781	30397.86523
28100.68164	30536.46094
28101.33398	29259.42383
28101.6582	29656.625
28102.49023	30153.86328
28102.66797	30409.03516
28102.73438	30180.94336
28102.86914	30013.39063
28103.28711	30195.16602
28103.39453	30202.72852
28103.88477	30100.29883
28104.74414	30160.94531
28105.33594	30199.22852
28105.80078	29996.61914
28105.88281	29231.93164
28106.19141	30505.98242
28106.49414	29312.29688
28106.7793	30424.50586
28106.98242	30214.52539
28107.84375	30177.43164
28108.47852	30545.87109
28108.57227	30322.10547
28108.63477	30260.93555
28109.02344	29361.12695
28109.35352	29377.15625
28109.80664	30952.45703
28110.74023	30293.1543
28111.40625	30198.76172
28111.49219	29249.9668
28111.58789	30198.16406
28111.69922	30190.66406
28111.70703	30269.56445
28111.71875	30281.33008
28111.96289	30202.45703
28112.23438	30179.54688
28113.75977	30565.4043
28113.96289	30387.64648
28114.14258	29675.45117
28114.69922	30173.36719
28114.93164	30167.40625
28115.39844	30219.20313
28115.83594	30434.625
28116.26953	30426.39063
28116.72852	30181.01172
28117.66406	30187.58984
28117.9668	30105.88477
28118.17383	30135.72656
28118.33789	30637.16602
28118.72852	30184.62305
28119.16797	30139.39258
28119.46484	30427.87695
28119.47852	30219.11914
28120.11328	30460.41992
28120.43359	30203.62109
28121.02344	30194.6582
28121.09375	30392.18945
28121.38867	30627.39258
28121.62891	30181.49023
28121.7207	29243.83789
28122.05078	30172.89844
28122.60156	29435.64648
28122.80469	30170.88281
28123.80078	30160.89453
28123.99219	30422.73438
28124.07031	30184.94336
28124.26172	30416.75977
28124.43359	29095.5
28124.43945	30522.00781
28124.85156	30187.68359
28124.95313	30472.56055
28125.21875	30189.97461
28125.67188	30416.90039
28125.76172	30136.95313
28126.05469	30426.39063
28126.12305	30179.44336
28126.15625	30202.85156
28126.31055	29268.29883
28127.00391	30150.89648
28127.88867	30473.16602
28127.93555	30183.30273
28128.23438	30200.38867
28128.27344	30432.10938
28128.30859	30131.60547
